Claim Number,AGE, INCOME ,MARITAL_STATUS,EDUCATION,MVR_POINTS,CAR_AGE,LOCATION, OLD_CLAIM ,PREMIUM
1143,53," $70,494.00 ",Yes,PhD,3,15,Highly Urban/ Urban, $-   ,#REF!
1144,35, $-   ,Yes,High School,6,1,Highly Urban/ Urban," $9,624.00 ",#REF!
1145,40," $96,169.00 ",Yes,Bachelors,2,8,Highly Urban/ Urban, $-   ,#REF!
1146,41," $38,819.00 ",Yes,High School,0,1,Highly Urban/ Urban," $4,858.00 ",#REF!
1147,50," $176,680.00 ",Yes,PhD,0,15,Highly Rural/ Rural, $-   ,#REF!
1148,45," $20,850.00 ",Yes,High School,1,1,Highly Rural/ Rural, $-   ,#REF!
1149,57," $55,119.00 ",Yes,Masters,2,14,Highly Urban/ Urban, $-   ,#REF!
1150,52," $27,616.00 ",Yes,Masters,0,10,Highly Urban/ Urban, $-   ,#REF!
1151,40," $44,138.00 ",No,High School,2,1,Highly Urban/ Urban," $1,799.00 ",#REF!
1152,54," $155,634.00 ",Yes,Masters,0,11,Highly Urban/ Urban, $-   ,#REF!
1153,45," $38,290.00 ",Yes,High School,0,8,Highly Urban/ Urban," $1,434.00 ",#REF!
1154,32," $38,500.00 ",No,Bachelors,0,1,Highly Urban/ Urban, $-   ,#REF!
1155,42," $46,751.00 ",Yes,Masters,0,14,Highly Urban/ Urban, $-   ,#REF!
1156,33, $-   ,No,<High School,5,6,Highly Urban/ Urban," $31,379.00 ",#REF!
1157,53," $141,863.00 ",Yes,PhD,0,10,Highly Urban/ Urban, $-   ,#REF!
1158,49," $169,708.00 ",No,PhD,0,10,Highly Urban/ Urban, $-   ,#REF!
1159,41," $49,208.00 ",Yes,Bachelors,0,8,Highly Rural/ Rural, $-   ,#REF!
1160,52," $54,545.00 ",No,Bachelors,0,10,Highly Urban/ Urban," $4,037.00 ",#REF!
1161,45," $153,565.00 ",No,Masters,0,13,Highly Urban/ Urban, $-   ,#REF!
1162,40," $20,146.00 ",No,Bachelors,0,9,Highly Urban/ Urban," $30,363.00 ",#REF!
1163,48," $93,543.00 ",Yes,High School,2,1,Highly Urban/ Urban, $-   ,#REF!
1164,40," $16,575.00 ",Yes,High School,2,1,Highly Urban/ Urban, $-   ,#REF!
1165,39, $-   ,Yes,PhD,5,12,Highly Urban/ Urban," $1,344.00 ",#REF!
1166,54," $103,454.00 ",Yes,Masters,4,10,Highly Urban/ Urban," $5,555.00 ",#REF!
1167,42," $77,737.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban, $-   ,#REF!
1168,45," $67,263.00 ",Yes,Bachelors,0,9,Highly Urban/ Urban, $-   ,#REF!
1169,50," $123,536.00 ",Yes,Masters,0,14,Highly Urban/ Urban, $-   ,#REF!
1170,38," $51,996.00 ",Yes,High School,1,1,Highly Rural/ Rural," $2,721.00 ",#REF!
1171,29, $445.00 ,No,Bachelors,0,13,Highly Urban/ Urban," $2,555.00 ",#REF!
1172,46," $131,260.00 ",No,PhD,0,20,Highly Urban/ Urban, $-   ,#REF!
1173,29," $17,120.00 ",No,High School,4,1,Highly Urban/ Urban," $26,023.00 ",#REF!
1174,47," $62,048.00 ",No,<High School,5,1,Highly Urban/ Urban," $19,899.00 ",#REF!
1175,35," $67,298.00 ",Yes,Masters,1,10,Highly Urban/ Urban, $-   ,#REF!
1176,40," $114,853.00 ",Yes,PhD,2,7,Highly Urban/ Urban, $-   ,#REF!
1177,36," $39,376.00 ",Yes,High School,4,5,Highly Urban/ Urban," $4,905.00 ",#REF!
1178,50," $50,710.00 ",Yes,Bachelors,1,9,Highly Urban/ Urban," $11,653.00 ",#REF!
1179,42," $51,608.00 ",Yes,High School,5,1,Highly Urban/ Urban," $7,497.00 ",#REF!
1180,52," $77,351.00 ",Yes,Masters,6,16,Highly Urban/ Urban," $5,984.00 ",#REF!
1181,43, $-   ,No,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
1182,41," $18,523.00 ",No,<High School,2,5,Highly Urban/ Urban," $9,642.00 ",#REF!
1183,49," $52,485.00 ",No,Masters,3,18,Highly Urban/ Urban, $-   ,#REF!
1184,54," $71,530.00 ",No,Bachelors,0,13,Highly Urban/ Urban," $5,971.00 ",#REF!
1185,46," $53,694.00 ",Yes,High School,2,1,Highly Rural/ Rural, $-   ,#REF!
1186,31," $65,651.00 ",Yes,Masters,0,18,Highly Urban/ Urban," $29,471.00 ",#REF!
1187,63, $-   ,Yes,PhD,0,15,Highly Urban/ Urban," $2,482.00 ",#REF!
1188,31," $11,878.00 ",Yes,PhD,2,14,Highly Urban/ Urban," $8,837.00 ",#REF!
1189,54," $81,524.00 ",No,Masters,0,15,Highly Urban/ Urban, $-   ,#REF!
1190,42," $63,994.00 ",Yes,High School,4,1,Highly Urban/ Urban, $-   ,#REF!
1191,33," $46,780.00 ",Yes,High School,5,1,Highly Urban/ Urban," $6,937.00 ",#REF!
1192,56," $38,924.00 ",Yes,Masters,1,16,Highly Urban/ Urban, $-   ,#REF!
1193,53," $90,887.00 ",No,Bachelors,0,12,Highly Urban/ Urban, $-   ,#REF!
1194,43," $124,814.00 ",No,High School,0,7,Highly Urban/ Urban, $-   ,#REF!
1195,40," $89,448.00 ",No,Bachelors,0,7,Highly Rural/ Rural, $-   ,#REF!
1196,42," $82,981.00 ",Yes,High School,0,5,Highly Rural/ Rural, $-   ,#REF!
1197,43," $65,779.00 ",Yes,Masters,4,17,Highly Urban/ Urban," $35,737.00 ",#REF!
1198,36, $-   ,Yes,<High School,1,1,Highly Urban/ Urban," $3,373.00 ",#REF!
1199,33," $9,530.00 ",Yes,High School,5,9,Highly Urban/ Urban," $1,108.00 ",#REF!
1200,53," $79,183.00 ",Yes,High School,0,7,Highly Urban/ Urban, $-   ,#REF!
1201,43," $13,349.00 ",Yes,<High School,3,6,Highly Urban/ Urban, $-   ,#REF!
1202,54," $221,413.00 ",Yes,Masters,0,17,Highly Urban/ Urban, $-   ,#REF!
1203,41," $74,400.00 ",Yes,Masters,0,17,Highly Urban/ Urban, $-   ,#REF!
1204,33," $12,921.00 ",No,<High School,0,6,Highly Rural/ Rural, $-   ,#REF!
1205,38," $43,036.00 ",No,High School,0,4,Highly Urban/ Urban," $4,111.00 ",#REF!
1206,59," $123,969.00 ",Yes,Masters,1,14,Highly Urban/ Urban, $-   ,#REF!
1207,41," $103,948.00 ",Yes,High School,1,12,Highly Rural/ Rural, $-   ,#REF!
1208,37," $17,197.00 ",No,<High School,6,1,Highly Urban/ Urban," $8,296.00 ",#REF!
1209,53, $-   ,No,Bachelors,0,12,Highly Urban/ Urban," $29,865.00 ",#REF!
1210,44," $124,829.00 ",No,Masters,0,16,Highly Urban/ Urban," $3,441.00 ",#REF!
1211,70," $62,304.00 ",Yes,High School,5,1,Highly Urban/ Urban," $4,346.00 ",#REF!
1212,52," $3,079.00 ",No,<High School,0,1,Highly Urban/ Urban, $-   ,#REF!
1213,38," $32,447.00 ",Yes,<High School,0,6,Highly Urban/ Urban, $-   ,#REF!
1214,46, $-   ,Yes,PhD,0,14,Highly Urban/ Urban," $7,893.00 ",#REF!
1215,43, $-   ,Yes,High School,6,5,Highly Rural/ Rural," $32,562.00 ",#REF!
1216,42," $84,798.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
1217,40," $2,970.00 ",Yes,<High School,5,8,Highly Urban/ Urban, $-   ,#REF!
1218,61," $41,801.00 ",Yes,High School,6,7,Highly Urban/ Urban," $8,377.00 ",#REF!
1219,59," $50,245.00 ",No,Bachelors,0,5,Highly Rural/ Rural, $-   ,#REF!
1220,31," $90,392.00 ",Yes,Masters,0,12,Highly Urban/ Urban, $-   ,#REF!
1221,24," $20,220.00 ",Yes,High School,9,1,Highly Urban/ Urban," $27,872.00 ",#REF!
1222,38," $20,449.00 ",Yes,High School,1,1,Highly Rural/ Rural, $-   ,#REF!
1223,61," $28,390.00 ",Yes,High School,2,11,Highly Urban/ Urban, $-   ,#REF!
1224,32," $77,949.00 ",Yes,Bachelors,1,11,Highly Urban/ Urban, $-   ,#REF!
1225,40, $-   ,No,<High School,1,1,Highly Urban/ Urban, $-   ,#REF!
1226,45," $76,115.00 ",Yes,High School,3,1,Highly Urban/ Urban, $-   ,#REF!
1227,48," $132,284.00 ",Yes,Masters,3,13,Highly Urban/ Urban," $1,327.00 ",#REF!
1228,32," $26,959.00 ",Yes,High School,6,1,Highly Urban/ Urban," $4,211.00 ",#REF!
1229,28," $57,417.00 ",No,Bachelors,0,8,Highly Urban/ Urban," $7,628.00 ",#REF!
1230,45," $55,239.00 ",No,Masters,3,17,Highly Rural/ Rural, $-   ,#REF!
1231,51," $66,296.00 ",Yes,Bachelors,2,1,Highly Urban/ Urban, $-   ,#REF!
1232,60," $8,250.00 ",Yes,High School,2,1,Highly Urban/ Urban," $3,730.00 ",#REF!
1233,50," $32,310.00 ",No,Bachelors,0,8,Highly Urban/ Urban, $-   ,#REF!
1234,34," $114,901.00 ",Yes,PhD,0,19,Highly Urban/ Urban, $-   ,#REF!
1235,36," $62,419.00 ",Yes,Bachelors,0,10,Highly Rural/ Rural, $-   ,#REF!
1236,22, $-   ,No,High School,2,1,Highly Urban/ Urban," $28,386.00 ",#REF!
1237,33," $6,607.00 ",Yes,<High School,2,1,Highly Urban/ Urban," $11,963.00 ",#REF!
1238,39," $39,619.00 ",Yes,High School,3,10,Highly Urban/ Urban," $1,218.00 ",#REF!
1239,37," $32,397.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
1240,50," $57,669.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban, $-   ,#REF!
1241,57, $-   ,Yes,PhD,2,8,Highly Urban/ Urban, $-   ,#REF!
1242,48," $49,551.00 ",Yes,Bachelors,0,1,Highly Urban/ Urban, $-   ,#REF!
1243,52," $83,901.00 ",No,Masters,5,9,Highly Urban/ Urban, $-   ,#REF!
1244,40," $44,431.00 ",Yes,High School,1,6,Highly Rural/ Rural, $-   ,#REF!
1245,36," $44,977.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
1246,39," $71,345.00 ",Yes,Bachelors,0,12,Highly Rural/ Rural, $-   ,#REF!
1247,35, $-   ,Yes,High School,2,1,Highly Urban/ Urban," $11,353.00 ",#REF!
1248,45," $207,123.00 ",No,PhD,0,5,Highly Urban/ Urban, $-   ,#REF!
1249,50," $36,622.00 ",No,Bachelors,0,8,Highly Urban/ Urban, $-   ,#REF!
1250,65," $63,708.00 ",Yes,Bachelors,4,10,Highly Urban/ Urban," $3,357.00 ",#REF!
1251,38," $73,664.00 ",No,Bachelors,1,13,Highly Rural/ Rural, $-   ,#REF!
1252,36," $68,284.00 ",Yes,PhD,0,10,Highly Urban/ Urban," $4,891.00 ",#REF!
1253,42," $66,183.00 ",Yes,Bachelors,1,9,Highly Urban/ Urban," $4,761.00 ",#REF!
1254,43," $190,991.00 ",Yes,Masters,2,18,Highly Urban/ Urban, $-   ,#REF!
1255,46," $64,800.00 ",Yes,Bachelors,2,11,Highly Urban/ Urban, $-   ,#REF!
1256,34," $109,200.00 ",Yes,Masters,0,1,Highly Urban/ Urban, $-   ,#REF!
1257,33," $19,296.00 ",Yes,High School,4,1,Highly Urban/ Urban," $4,931.00 ",#REF!
1258,39," $35,366.00 ",Yes,High School,0,9,Highly Rural/ Rural, $-   ,#REF!
1259,48," $103,751.00 ",Yes,PhD,3,13,Highly Urban/ Urban, $-   ,#REF!
1260,41," $98,960.00 ",No,Bachelors,0,13,Highly Urban/ Urban, $-   ,#REF!
1261,51," $103,029.00 ",No,Masters,1,13,Highly Urban/ Urban," $37,667.00 ",#REF!
1262,38," $99,207.00 ",Yes,Bachelors,0,16,Highly Urban/ Urban, $-   ,#REF!
1263,42," $58,008.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
1264,47," $101,231.00 ",No,PhD,4,11,Highly Urban/ Urban," $13,518.00 ",#REF!
1265,42, $-   ,Yes,<High School,0,1,Highly Rural/ Rural, $-   ,#REF!
1266,61," $65,775.00 ",Yes,Masters,4,18,Highly Urban/ Urban, $-   ,#REF!
1267,37," $27,606.00 ",No,High School,0,1,Highly Urban/ Urban," $7,278.00 ",#REF!
1268,44," $82,068.00 ",Yes,Bachelors,0,12,Highly Urban/ Urban," $4,423.00 ",#REF!
1269,34," $9,573.00 ",Yes,Bachelors,1,13,Highly Urban/ Urban, $-   ,#REF!
1270,53," $43,802.00 ",No,Bachelors,1,17,Highly Urban/ Urban, $-   ,#REF!
1271,28," $53,322.00 ",No,High School,6,1,Highly Urban/ Urban," $20,778.00 ",#REF!
1272,43," $31,428.00 ",No,High School,4,1,Highly Rural/ Rural, $-   ,#REF!
1273,35," $70,274.00 ",No,Masters,0,13,Highly Urban/ Urban," $29,205.00 ",#REF!
1274,38," $21,119.00 ",No,<High School,4,4,Highly Urban/ Urban," $3,252.00 ",#REF!
1275,38," $73,677.00 ",No,Bachelors,0,10,Highly Rural/ Rural, $-   ,#REF!
1276,60," $104,827.00 ",No,PhD,0,20,Highly Urban/ Urban, $-   ,#REF!
1277,28," $107,827.00 ",No,Masters,0,16,Highly Urban/ Urban, $-   ,#REF!
1278,43," $6,016.00 ",No,<High School,0,1,Highly Rural/ Rural, $-   ,#REF!
1279,40," $2,289.00 ",No,High School,2,1,Highly Urban/ Urban, $-   ,#REF!
1280,41," $95,166.00 ",No,Bachelors,0,8,Highly Urban/ Urban, $-   ,#REF!
1281,58," $98,263.00 ",Yes,Masters,7,21,Highly Urban/ Urban," $38,683.00 ",#REF!
1282,28," $1,754.00 ",No,High School,0,1,Highly Urban/ Urban," $10,118.00 ",#REF!
1283,39," $33,915.00 ",Yes,High School,1,1,Highly Urban/ Urban, $-   ,#REF!
1284,58," $123,288.00 ",No,PhD,1,17,Highly Urban/ Urban," $50,111.00 ",#REF!
1285,44," $51,332.00 ",No,Bachelors,0,9,Highly Rural/ Rural, $-   ,#REF!
1286,34," $76,847.00 ",No,Bachelors,2,8,Highly Rural/ Rural, $-   ,#REF!
1287,47," $31,456.00 ",No,High School,3,1,Highly Rural/ Rural," $3,278.00 ",#REF!
1288,44," $83,339.00 ",Yes,Masters,1,12,Highly Urban/ Urban, $-   ,#REF!
1289,59," $111,559.00 ",Yes,Masters,6,14,Highly Urban/ Urban," $1,348.00 ",#REF!
1290,57," $101,399.00 ",No,Masters,0,14,Highly Urban/ Urban," $6,739.00 ",#REF!
1291,48," $62,681.00 ",Yes,High School,1,1,Highly Urban/ Urban, $-   ,#REF!
1292,39," $16,851.00 ",Yes,High School,1,1,Highly Urban/ Urban, $-   ,#REF!
1293,59," $44,966.00 ",Yes,Bachelors,2,12,Highly Urban/ Urban," $6,606.00 ",#REF!
1294,43," $85,494.00 ",No,Bachelors,0,11,Highly Rural/ Rural, $-   ,#REF!
1295,51," $57,775.00 ",Yes,Bachelors,1,11,Highly Urban/ Urban, $-   ,#REF!
1296,53," $222,372.00 ",No,Masters,0,7,Highly Urban/ Urban, $-   ,#REF!
1297,48," $92,111.00 ",Yes,Masters,0,14,Highly Urban/ Urban, $-   ,#REF!
1298,39," $32,966.00 ",No,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
1299,47," $31,957.00 ",Yes,High School,0,6,Highly Urban/ Urban, $-   ,#REF!
1300,36," $62,833.00 ",Yes,Bachelors,2,9,Highly Urban/ Urban, $-   ,#REF!
1301,44," $27,039.00 ",No,High School,5,7,Highly Urban/ Urban," $2,189.00 ",#REF!
1302,31," $104,421.00 ",No,Bachelors,0,11,Highly Urban/ Urban, $-   ,#REF!
1303,36," $110,873.00 ",No,Bachelors,0,7,Highly Urban/ Urban, $-   ,#REF!
1304,31," $93,540.00 ",Yes,High School,3,8,Highly Urban/ Urban," $1,150.00 ",#REF!
1305,44, $-   ,Yes,High School,0,12,Highly Urban/ Urban, $-   ,#REF!
1306,35," $82,082.00 ",Yes,PhD,6,12,Highly Urban/ Urban," $21,014.00 ",#REF!
1307,33," $23,514.00 ",Yes,High School,0,7,Highly Rural/ Rural, $-   ,#REF!
1308,40," $41,477.00 ",No,PhD,0,1,Highly Urban/ Urban, $-   ,#REF!
1309,52," $74,422.00 ",Yes,Bachelors,0,7,Highly Urban/ Urban, $-   ,#REF!
1310,41," $37,282.00 ",No,Bachelors,5,14,Highly Urban/ Urban," $7,037.00 ",#REF!
1311,39," $31,138.00 ",Yes,High School,5,1,Highly Urban/ Urban," $4,582.00 ",#REF!
1312,37," $106,784.00 ",Yes,Masters,0,14,Highly Urban/ Urban, $-   ,#REF!
1313,38," $13,337.00 ",No,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
1314,43," $128,223.00 ",No,Masters,0,15,Highly Rural/ Rural, $-   ,#REF!
1315,45, $-   ,No,<High School,0,6,Highly Urban/ Urban, $-   ,#REF!
1316,35," $75,165.00 ",Yes,Masters,1,14,Highly Urban/ Urban, $-   ,#REF!
1317,41," $46,294.00 ",No,Bachelors,2,8,Highly Urban/ Urban," $5,759.00 ",#REF!
1318,49," $225,083.00 ",No,PhD,5,14,Highly Urban/ Urban," $6,364.00 ",#REF!
1319,44," $38,002.00 ",No,Bachelors,4,8,Highly Urban/ Urban," $2,513.00 ",#REF!
1320,36," $118,971.00 ",No,Bachelors,0,14,Highly Urban/ Urban, $-   ,#REF!
1321,45," $72,245.00 ",Yes,Bachelors,2,11,Highly Rural/ Rural, $-   ,#REF!
1322,42," $61,438.00 ",Yes,Bachelors,0,13,Highly Urban/ Urban, $-   ,#REF!
1323,43," $87,247.00 ",No,Masters,0,18,Highly Urban/ Urban, $-   ,#REF!
1324,53, $-   ,No,<High School,0,1,Highly Rural/ Rural," $31,796.00 ",#REF!
1325,51, $-   ,Yes,High School,2,1,Highly Rural/ Rural, $-   ,#REF!
1326,46," $111,580.00 ",Yes,Bachelors,1,9,Highly Rural/ Rural, $-   ,#REF!
1327,54, $-   ,Yes,PhD,4,13,Highly Urban/ Urban, $856.00 ,#REF!
1328,33, $-   ,Yes,High School,0,8,Highly Rural/ Rural, $-   ,#REF!
1329,45," $55,983.00 ",No,Bachelors,0,10,Highly Urban/ Urban, $-   ,#REF!
1330,44, $-   ,Yes,High School,1,11,Highly Urban/ Urban, $-   ,#REF!
1331,56," $44,940.00 ",Yes,<High School,2,9,Highly Urban/ Urban, $-   ,#REF!
1332,28," $10,518.00 ",No,High School,1,5,Highly Urban/ Urban," $6,755.00 ",#REF!
1333,41," $23,649.00 ",Yes,<High School,0,3,Highly Urban/ Urban, $-   ,#REF!
1334,33," $7,024.00 ",Yes,Bachelors,0,13,Highly Rural/ Rural, $-   ,#REF!
1335,28, $-   ,No,High School,2,10,Highly Urban/ Urban, $-   ,#REF!
1336,53," $79,834.00 ",Yes,Bachelors,4,12,Highly Urban/ Urban," $2,053.00 ",#REF!
1337,43," $69,067.00 ",Yes,High School,0,1,Highly Urban/ Urban," $7,946.00 ",#REF!
1338,51," $68,059.00 ",Yes,Masters,1,18,Highly Urban/ Urban, $-   ,#REF!
1339,43," $114,966.00 ",Yes,Masters,1,13,Highly Rural/ Rural, $-   ,#REF!
1340,47," $220,533.00 ",Yes,PhD,0,19,Highly Urban/ Urban, $-   ,#REF!
1341,51," $46,709.00 ",Yes,High School,1,5,Highly Rural/ Rural, $-   ,#REF!
1342,57," $51,060.00 ",No,Bachelors,2,8,Highly Urban/ Urban," $4,678.00 ",#REF!
1343,33," $45,893.00 ",No,High School,0,6,Highly Urban/ Urban," $29,781.00 ",#REF!
1344,48," $141,508.00 ",Yes,PhD,2,14,Highly Urban/ Urban, $-   ,#REF!
1345,35," $74,315.00 ",No,Masters,0,10,Highly Urban/ Urban, $-   ,#REF!
1346,27," $43,083.00 ",Yes,<High School,9,1,Highly Urban/ Urban," $5,737.00 ",#REF!
1347,37," $109,732.00 ",No,Masters,3,14,Highly Urban/ Urban," $9,883.00 ",#REF!
1348,47," $14,206.00 ",Yes,Masters,0,12,Highly Urban/ Urban, $-   ,#REF!
1349,50," $41,447.00 ",Yes,Bachelors,0,7,Highly Urban/ Urban, $-   ,#REF!
1350,29," $85,413.00 ",No,Bachelors,3,11,Highly Urban/ Urban," $4,189.00 ",#REF!
1351,35," $45,893.00 ",Yes,<High School,0,3,Highly Rural/ Rural, $-   ,#REF!
1352,51," $32,098.00 ",No,Masters,0,17,Highly Urban/ Urban, $-   ,#REF!
1353,50," $55,230.00 ",No,High School,7,6,Highly Urban/ Urban," $4,997.00 ",#REF!
1354,47," $129,926.00 ",No,Masters,2,9,Highly Urban/ Urban, $-   ,#REF!
1355,36," $38,946.00 ",Yes,<High School,3,5,Highly Urban/ Urban," $38,892.00 ",#REF!
1356,54," $103,910.00 ",Yes,Masters,0,17,Highly Urban/ Urban, $-   ,#REF!
1357,36," $26,587.00 ",No,<High School,5,1,Highly Urban/ Urban," $4,936.00 ",#REF!
1358,34," $79,957.00 ",Yes,High School,0,9,Highly Urban/ Urban, $-   ,#REF!
1359,53," $3,528.00 ",Yes,High School,2,7,Highly Urban/ Urban, $-   ,#REF!
1360,41," $69,129.00 ",No,Bachelors,1,9,Highly Urban/ Urban," $27,127.00 ",#REF!
1361,39," $35,865.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
1362,35," $18,570.00 ",Yes,High School,2,10,Highly Urban/ Urban, $-   ,#REF!
1363,54," $106,746.00 ",Yes,High School,2,5,Highly Rural/ Rural, $-   ,#REF!
1364,62," $25,426.00 ",No,High School,3,1,Highly Urban/ Urban," $6,706.00 ",#REF!
1365,57," $44,108.00 ",No,High School,2,1,Highly Urban/ Urban, $-   ,#REF!
1366,43," $78,812.00 ",No,Bachelors,2,1,Highly Urban/ Urban, $-   ,#REF!
1367,48," $42,455.00 ",Yes,High School,3,1,Highly Rural/ Rural," $4,755.00 ",#REF!
1368,51," $170,537.00 ",Yes,PhD,1,14,Highly Urban/ Urban, $-   ,#REF!
1369,39," $63,433.00 ",No,Bachelors,1,9,Highly Urban/ Urban, $-   ,#REF!
1370,54," $129,566.00 ",Yes,Masters,4,17,Highly Urban/ Urban," $15,686.00 ",#REF!
1371,51," $44,481.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
1372,48," $141,297.00 ",No,Masters,1,10,Highly Urban/ Urban, $-   ,#REF!
1373,47," $172,981.00 ",Yes,Bachelors,0,13,Highly Rural/ Rural, $-   ,#REF!
1374,17," $10,004.00 ",No,<High School,8,4,Highly Rural/ Rural," $4,373.00 ",#REF!
1375,50," $32,200.00 ",Yes,High School,0,7,Highly Urban/ Urban, $-   ,#REF!
1376,32," $50,522.00 ",No,Bachelors,6,9,Highly Urban/ Urban," $6,691.00 ",#REF!
1377,46," $46,247.00 ",No,Bachelors,0,9,Highly Urban/ Urban, $-   ,#REF!
1378,44," $66,642.00 ",No,High School,0,6,Highly Urban/ Urban, $-   ,#REF!
1379,34," $9,699.00 ",Yes,<High School,3,7,Highly Urban/ Urban," $6,801.00 ",#REF!
1380,44," $91,652.00 ",No,Masters,0,17,Highly Urban/ Urban," $4,653.00 ",#REF!
1381,48," $201,768.00 ",No,Masters,0,19,Highly Urban/ Urban, $-   ,#REF!
1382,36," $40,339.00 ",No,Bachelors,3,8,Highly Urban/ Urban, $-   ,#REF!
1383,46," $113,386.00 ",Yes,Masters,0,13,Highly Urban/ Urban, $-   ,#REF!
1384,46," $54,031.00 ",No,High School,4,8,Highly Urban/ Urban," $7,109.00 ",#REF!
1385,41," $75,501.00 ",Yes,Bachelors,3,10,Highly Urban/ Urban," $3,960.00 ",#REF!
1386,40," $4,716.00 ",Yes,High School,1,1,Highly Urban/ Urban," $46,652.00 ",#REF!
1387,49," $56,739.00 ",Yes,High School,1,1,Highly Urban/ Urban, $-   ,#REF!
1388,51," $65,245.00 ",No,Bachelors,0,8,Highly Urban/ Urban," $6,125.00 ",#REF!
1389,54, $-   ,No,High School,7,7,Highly Urban/ Urban," $44,429.00 ",#REF!
1390,59," $33,639.00 ",No,<High School,5,4,Highly Urban/ Urban, $734.00 ,#REF!
1391,44," $47,140.00 ",Yes,High School,6,5,Highly Urban/ Urban," $18,979.00 ",#REF!
1392,48," $57,713.00 ",No,PhD,1,14,Highly Urban/ Urban, $-   ,#REF!
1393,53," $129,069.00 ",Yes,PhD,0,16,Highly Urban/ Urban, $-   ,#REF!
1394,43," $20,028.00 ",Yes,<High School,5,1,Highly Urban/ Urban," $6,330.00 ",#REF!
1395,46," $67,857.00 ",No,Masters,0,18,Highly Urban/ Urban," $33,223.00 ",#REF!
1396,51," $23,582.00 ",No,<High School,0,1,Highly Urban/ Urban, $-   ,#REF!
1397,60," $82,171.00 ",Yes,Masters,0,13,Highly Urban/ Urban, $-   ,#REF!
1398,26," $88,987.00 ",No,Bachelors,4,10,Highly Urban/ Urban," $7,070.00 ",#REF!
1399,43," $57,712.00 ",Yes,Masters,1,19,Highly Urban/ Urban, $-   ,#REF!
1400,27," $94,166.00 ",No,Bachelors,0,9,Highly Urban/ Urban, $-   ,#REF!
1401,54," $96,154.00 ",No,PhD,0,16,Highly Urban/ Urban, $-   ,#REF!
1402,32, $-   ,No,Bachelors,0,11,Highly Urban/ Urban," $4,196.00 ",#REF!
1403,45, $-   ,Yes,<High School,4,1,Highly Urban/ Urban," $10,264.00 ",#REF!
1404,46," $59,927.00 ",No,Masters,0,11,Highly Urban/ Urban, $-   ,#REF!
1405,72," $100,995.00 ",Yes,PhD,6,17,Highly Urban/ Urban, $-   ,#REF!
1406,48," $55,962.00 ",No,Bachelors,1,9,Highly Rural/ Rural, $-   ,#REF!
1407,44," $54,355.00 ",Yes,High School,0,1,Highly Rural/ Rural, $-   ,#REF!
1408,51," $43,654.00 ",Yes,Bachelors,0,11,Highly Urban/ Urban," $4,383.00 ",#REF!
1409,42, $-   ,Yes,High School,0,10,Highly Rural/ Rural, $-   ,#REF!
1410,50," $81,293.00 ",Yes,Bachelors,0,9,Highly Urban/ Urban," $2,575.00 ",#REF!
1411,38," $15,889.00 ",Yes,<High School,1,9,Highly Urban/ Urban," $13,182.00 ",#REF!
1412,56," $40,506.00 ",No,High School,3,8,Highly Rural/ Rural, $-   ,#REF!
1413,38," $73,664.00 ",No,Bachelors,2,13,Highly Rural/ Rural, $-   ,#REF!
1414,45," $72,702.00 ",No,High School,5,6,Highly Urban/ Urban," $4,740.00 ",#REF!
1415,62," $68,063.00 ",Yes,Bachelors,3,1,Highly Urban/ Urban," $34,151.00 ",#REF!
1416,33," $67,776.00 ",Yes,High School,0,1,Highly Urban/ Urban, $-   ,#REF!
1417,53," $89,250.00 ",No,Bachelors,0,11,Highly Urban/ Urban, $-   ,#REF!
1418,40," $66,745.00 ",No,Masters,0,13,Highly Urban/ Urban," $31,127.00 ",#REF!
1419,35, $-   ,Yes,Bachelors,0,12,Highly Rural/ Rural," $9,144.00 ",#REF!
1420,29," $65,242.00 ",Yes,Bachelors,1,6,Highly Rural/ Rural, $-   ,#REF!
1421,46, $-   ,Yes,<High School,0,4,Highly Urban/ Urban, $-   ,#REF!
1422,50," $218,705.00 ",No,PhD,8,15,Highly Urban/ Urban," $4,558.00 ",#REF!
1423,26," $45,254.00 ",No,High School,5,9,Highly Urban/ Urban," $4,567.00 ",#REF!
1424,40," $20,915.00 ",Yes,<High School,2,1,Highly Rural/ Rural, $-   ,#REF!
1425,45," $119,566.00 ",Yes,PhD,1,17,Highly Urban/ Urban, $-   ,#REF!
1426,32," $4,060.00 ",No,<High School,0,1,Highly Urban/ Urban, $-   ,#REF!
1427,30," $117,106.00 ",Yes,Masters,2,16,Highly Urban/ Urban, $-   ,#REF!
1428,55," $81,769.00 ",Yes,High School,0,8,Highly Rural/ Rural, $-   ,#REF!
